dataset,row_idx,smiles,ring_id,csv_ring_size,n_heavy_atoms,n_rings,n_target_atoms,atom_on_ring_raw,verdict,score_0based,score_1based,0based_all_valid,0based_ring_match,0based_size_match,0based_elements,1based_all_valid,1based_ring_match,1based_size_match,1based_elements
NICS,533,CCc1nnc([C@@H](C)N2CCC[C@@H](C)CC2)o1,2,7,17,2,7,"[9, 8, 15, 14, 12, 11, 10]",0based,5,1,True,7,True,"['C', 'N', 'C', 'C', 'C', 'C', 'C']",True,,False,"['N', 'C', 'C', 'C', 'C', 'C', 'C']"
NICS,534,Cc1ccc(-c2noc([C@@H](C)[C@H](C)N)n2)cn1,2,5,17,2,5,"[6, 5, 14, 8, 7]",0based,5,1,True,5,True,"['N', 'C', 'N', 'C', 'O']",True,,False,"['C', 'C', 'N', 'O', 'N']"
NICS,535,Cc1ccc(-c2noc([C@@H](C)[C@H](C)N)n2)cn1,1,6,17,2,6,"[1, 16, 15, 4, 3, 2]",0based,5,1,True,6,True,"['C', 'N', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'N', 'C', 'C', 'C']"
NICS,536,N#CCCCCNc1nnc(C2CC2)s1,2,3,15,2,3,"[12, 11, 13]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'C', 'C']"
NICS,537,N#CCCCCNc1nnc(C2CC2)s1,1,5,15,2,5,"[7, 8, 9, 10, 14]",0based,5,1,True,5,True,"['C', 'N', 'N', 'C', 'S']",True,,False,"['N', 'C', 'N', 'N', 'C']"
NICS,538,Cc1nnc([C@H](C)NC(=O)OC(C)(C)C)s1,1,5,16,1,5,"[1, 2, 3, 4, 15]",0based,5,1,True,5,True,"['C', 'N', 'N', 'C', 'S']",True,,False,"['C', 'C', 'N', 'N', 'C']"
NICS,539,O=C(c1cnsn1)N1CCC[C@@H]1c1ccc[nH]1,2,5,17,3,5,"[8, 7, 11, 10, 9]",0based,5,1,True,5,True,"['C', 'N', 'C', 'C', 'C']",True,,False,"['N', 'N', 'C', 'C', 'C']"
NICS,540,O=C(c1cnsn1)N1CCC[C@@H]1c1ccc[nH]1,3,5,17,3,5,"[13, 12, 16, 15, 14]",0based,5,1,True,5,True,"['C', 'C', 'N', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'C']"
NICS,541,O=C(c1cnsn1)N1CCC[C@@H]1c1ccc[nH]1,1,5,17,3,5,"[3, 2, 6, 5, 4]",0based,5,1,True,5,True,"['C', 'C', 'N', 'S', 'N']",True,,False,"['C', 'C', 'S', 'N', 'C']"
NICS,542,CCC[C@@H](OC)C(=O)NCc1nnc(C)s1,1,5,16,1,5,"[10, 11, 12, 13, 15]",0based,5,1,True,5,True,"['C', 'N', 'N', 'C', 'S']",True,,False,"['C', 'C', 'N', 'N', 'C']"
NICS,543,Cc1nnc(N(C)C(=O)C2(C)CC2)s1,2,3,14,2,3,"[11, 9, 12]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'O', 'C']"
NICS,544,Cc1nnc(N(C)C(=O)C2(C)CC2)s1,1,5,14,2,5,"[1, 2, 3, 4, 13]",0based,5,1,True,5,True,"['C', 'N', 'N', 'C', 'S']",True,,False,"['C', 'C', 'N', 'N', 'C']"
NICS,545,CON=CC(=O)N1CCCN2CCC[C@@H]2C1,2,5,16,2,5,"[11, 10, 14, 13, 12]",0based,5,1,True,5,True,"['C', 'N', 'C', 'C', 'C']",True,,False,"['N', 'C', 'C', 'C', 'C']"
NICS,546,CON=CC(=O)N1CCCN2CCC[C@@H]2C1,1,7,16,2,7,"[6, 7, 8, 9, 10, 14, 15]",0based,5,1,True,7,True,"['N', 'C', 'C', 'C', 'N', 'C', 'C']",True,,False,"['O', 'N', 'C', 'C', 'C', 'C', 'C']"
NICS,547,COc1ccccc1C(=O)Nc1nncs1,2,5,16,2,5,"[12, 11, 15, 14, 13]",0based,5,1,True,5,True,"['N', 'C', 'S', 'C', 'N']",True,,False,"['C', 'N', 'C', 'N', 'N']"
NICS,548,COc1ccccc1C(=O)Nc1nncs1,1,6,16,2,6,"[2, 7, 6, 5, 4, 3]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['O', 'C', 'C', 'C', 'C', 'C']"
NICS,549,O=C(Nc1cnsn1)C12CCCN1CCC2,3,5,16,3,5,"[13, 12, 8, 15, 14]",0based,5,1,True,5,True,"['C', 'N', 'C', 'C', 'C']",True,,False,"['N', 'C', 'N', 'C', 'C']"
NICS,550,O=C(Nc1cnsn1)C12CCCN1CCC2,2,5,16,3,5,"[9, 8, 12, 11, 10]",0based,5,1,True,5,True,"['C', 'C', 'N', 'C', 'C']",True,,False,"['C', 'N', 'C', 'C', 'C']"
NICS,551,O=C(Nc1cnsn1)C12CCCN1CCC2,1,5,16,3,5,"[4, 3, 7, 6, 5]",0based,5,1,True,5,True,"['C', 'C', 'N', 'S', 'N']",True,,False,"['C', 'N', 'S', 'N', 'C']"
NICS,552,CC(C)OCCCC(=O)OCc1nncs1,1,5,16,1,5,"[11, 12, 13, 14, 15]",0based,5,1,True,5,True,"['C', 'N', 'N', 'C', 'S']",True,,False,"['C', 'C', 'N', 'N', 'C']"
NICS,553,CCc1nnsc1C(=O)N[C@H](C)CC(C)C,1,5,16,1,5,"[2, 3, 4, 5, 6]",0based,5,1,True,5,True,"['C', 'N', 'N', 'S', 'C']",True,,False,"['C', 'C', 'N', 'N', 'S']"
NICS,554,c1snnc1CN1CC[C@@]2(CCOC2)C1,2,5,15,3,5,"[7, 6, 14, 9, 8]",0based,5,1,True,5,True,"['C', 'N', 'C', 'C', 'C']",True,,False,"['N', 'C', 'C', 'C', 'C']"
NICS,555,c1snnc1CN1CC[C@@]2(CCOC2)C1,3,5,15,3,5,"[10, 9, 13, 12, 11]",0based,5,1,True,5,True,"['C', 'C', 'C', 'O', 'C']",True,,False,"['C', 'C', 'O', 'C', 'C']"
NICS,556,c1snnc1CN1CC[C@@]2(CCOC2)C1,1,5,15,3,5,"[0, 1, 2, 3, 4]",0based,5,0,True,5,True,"['C', 'S', 'N', 'N', 'C']",False,,False,[]
NICS,557,C=CCNc1nnc(SCCCC#N)s1,1,5,15,1,5,"[4, 5, 6, 7, 14]",0based,5,1,True,5,True,"['C', 'N', 'N', 'C', 'S']",True,,False,"['N', 'C', 'N', 'N', 'N']"
NICS,558,CCc1nsc(NCc2ccc(C#N)cn2)n1,1,5,17,2,5,"[2, 3, 4, 5, 16]",0based,5,1,True,5,True,"['C', 'N', 'S', 'C', 'N']",True,,False,"['C', 'C', 'N', 'S', 'N']"
NICS,559,CCc1nsc(NCc2ccc(C#N)cn2)n1,2,6,17,2,6,"[9, 10, 11, 14, 15, 8]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'N', 'C']",True,,False,"['C', 'C', 'C', 'N', 'C', 'C']"
NICS,560,CC[C@H](C)CNC(=O)N=c1[nH]nc(OC)s1,1,5,16,1,5,"[9, 10, 11, 12, 15]",0based,5,1,True,5,True,"['C', 'N', 'N', 'C', 'S']",True,,False,"['N', 'C', 'N', 'N', 'C']"
NICS,561,CC[C@H]1CC[C@@H]1NCCc1nnc(C)s1,1,4,15,2,4,"[2, 5, 4, 3]",0based,5,1,True,4,True,"['C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C']"
NICS,562,CC[C@H]1CC[C@@H]1NCCc1nnc(C)s1,2,5,15,2,5,"[10, 9, 14, 12, 11]",0based,5,1,True,5,True,"['N', 'C', 'S', 'C', 'N']",True,,False,"['C', 'C', 'C', 'N', 'N']"
NICS,563,CCCOC(=O)[C@@H](C)OC(=O)c1cnsn1,1,5,16,1,5,"[11, 12, 13, 14, 15]",0based,5,1,True,5,True,"['C', 'C', 'N', 'S', 'N']",True,,False,"['O', 'C', 'C', 'N', 'S']"
NICS,564,C[C@H]1CCC[C@@H](CNC(=O)CC2=CCCCC2)C1,2,6,18,2,6,"[12, 13, 14, 15, 16, 11]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'C', 'C']"
NICS,565,C[C@H]1CCC[C@@H](CNC(=O)CC2=CCCCC2)C1,1,6,18,2,6,"[1, 17, 5, 4, 3, 2]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'C', 'C']"
NICS,566,C=CCN[C@H](C)c1nnc(C)s1,1,5,12,1,5,"[6, 7, 8, 9, 11]",0based,5,1,True,5,True,"['C', 'N', 'N', 'C', 'S']",True,,False,"['C', 'C', 'N', 'N', 'C']"
NICS,567,CCc1nnsc1C(=O)OC[C@@H](CC)OC,1,5,16,1,5,"[2, 3, 4, 5, 6]",0based,5,1,True,5,True,"['C', 'N', 'N', 'S', 'C']",True,,False,"['C', 'C', 'N', 'N', 'S']"
NICS,568,Cc1nsc(N[C@H](CCO)C2CC2)n1,2,3,14,2,3,"[11, 10, 12]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'O', 'C']"
NICS,569,Cc1nsc(N[C@H](CCO)C2CC2)n1,1,5,14,2,5,"[1, 2, 3, 4, 13]",0based,5,1,True,5,True,"['C', 'N', 'S', 'C', 'N']",True,,False,"['C', 'C', 'N', 'S', 'C']"
NICS,570,Cc1ccc(C)c(OCCc2nnc(N)s2)c1,2,5,17,2,5,"[11, 10, 15, 13, 12]",0based,5,1,True,5,True,"['N', 'C', 'S', 'C', 'N']",True,,False,"['C', 'C', 'N', 'N', 'N']"
NICS,571,Cc1ccc(C)c(OCCc2nnc(N)s2)c1,1,6,17,2,6,"[1, 16, 6, 4, 3, 2]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'S', 'C', 'C', 'C', 'C']"
NICS,572,CCC[C@@H](OC)C(=O)Nc1nc(C)ns1,1,5,15,1,5,"[9, 10, 11, 13, 14]",0based,5,1,True,5,True,"['C', 'N', 'C', 'N', 'S']",True,,False,"['N', 'C', 'N', 'C', 'N']"
NICS,573,C[C@@H](O)CNCc1csc(C(C)(C)C)n1,1,5,15,1,5,"[6, 7, 8, 9, 14]",0based,5,1,True,5,True,"['C', 'C', 'S', 'C', 'N']",True,,False,"['C', 'C', 'C', 'S', 'C']"
NICS,574,Cc1cnc(CNC2CCSCC2)s1,1,5,14,2,5,"[1, 2, 3, 4, 13]",0based,5,1,True,5,True,"['C', 'C', 'N', 'C', 'S']",True,,False,"['C', 'C', 'C', 'N', 'C']"
NICS,575,Cc1cnc(CNC2CCSCC2)s1,2,6,14,2,6,"[8, 9, 10, 11, 12, 7]",0based,5,1,True,6,True,"['C', 'C', 'S', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'S', 'C', 'N']"
NICS,576,COCCCCCN(C)CCc1nccs1,1,5,16,1,5,"[11, 12, 13, 14, 15]",0based,5,1,True,5,True,"['C', 'N', 'C', 'C', 'S']",True,,False,"['C', 'C', 'N', 'C', 'C']"
NICS,577,CCCNC(=O)CN[C@H](C)c1cnc(C)s1,1,5,16,1,5,"[10, 11, 12, 13, 15]",0based,5,1,True,5,True,"['C', 'C', 'N', 'C', 'S']",True,,False,"['C', 'C', 'C', 'N', 'C']"
NICS,578,O=C(/C=C/C=C\c1ccccc1)c1cscn1,2,5,17,2,5,"[13, 12, 16, 15, 14]",0based,5,1,True,5,True,"['C', 'C', 'N', 'C', 'S']",True,,False,"['C', 'C', 'C', 'S', 'C']"
NICS,579,O=C(/C=C/C=C\c1ccccc1)c1cscn1,1,6,17,2,6,"[7, 8, 9, 10, 11, 6]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'C', 'C']"
NICS,580,CCO[C@@H]1COCC[C@@H]1NCC1CC(F)(F)C1,2,4,17,2,4,"[12, 13, 16, 11]",0based,5,1,True,4,True,"['C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'F', 'C']"
NICS,581,CCO[C@@H]1COCC[C@@H]1NCC1CC(F)(F)C1,1,6,17,2,6,"[3, 8, 7, 6, 5, 4]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'O', 'C']",True,,False,"['O', 'C', 'C', 'O', 'C', 'C']"
NICS,582,CO[C@@H]1CN(Cc2cnc(C)s2)C[C@H]1OC,1,5,16,2,5,"[2, 3, 4, 12, 13]",0based,5,1,True,5,True,"['C', 'C', 'N', 'C', 'C']",True,,False,"['O', 'C', 'C', 'S', 'C']"
NICS,583,CO[C@@H]1CN(Cc2cnc(C)s2)C[C@H]1OC,2,5,16,2,5,"[7, 6, 11, 9, 8]",0based,5,1,True,5,True,"['C', 'C', 'S', 'C', 'N']",True,,False,"['C', 'C', 'C', 'N', 'C']"
NICS,584,CC[C@H](C)CN(CC)CCc1cscn1,1,5,15,1,5,"[10, 11, 12, 13, 14]",0based,5,1,True,5,True,"['C', 'C', 'S', 'C', 'N']",True,,False,"['C', 'C', 'C', 'S', 'C']"
NICS,585,Cc1ncsc1CNC(=O)c1cccnc1,1,5,16,2,5,"[1, 2, 3, 4, 5]",0based,5,1,True,5,True,"['C', 'N', 'C', 'S', 'C']",True,,False,"['C', 'C', 'N', 'C', 'S']"
NICS,586,Cc1ncsc1CNC(=O)c1cccnc1,2,6,16,2,6,"[11, 12, 13, 14, 15, 10]",0based,5,1,True,6,True,"['C', 'C', 'C', 'N', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'N', 'O']"
NICS,587,FC1(F)CC(c2noc(-c3nccs3)n2)C1,1,4,16,3,4,"[1, 15, 4, 3]",0based,5,1,True,4,True,"['C', 'C', 'C', 'C']",True,,False,"['F', 'N', 'C', 'F']"
NICS,588,FC1(F)CC(c2noc(-c3nccs3)n2)C1,2,5,16,3,5,"[6, 5, 14, 8, 7]",0based,5,1,True,5,True,"['N', 'C', 'N', 'C', 'O']",True,,False,"['C', 'C', 'S', 'O', 'N']"
NICS,589,FC1(F)CC(c2noc(-c3nccs3)n2)C1,3,5,16,3,5,"[10, 9, 13, 12, 11]",0based,5,1,True,5,True,"['N', 'C', 'S', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'N']"
NICS,590,CSc1cc(Cl)cc2sc(N)nc12,2,5,13,2,5,"[8, 7, 12, 11, 9]",0based,5,1,True,5,True,"['S', 'C', 'C', 'N', 'C']",True,,False,"['C', 'C', 'N', 'N', 'S']"
NICS,591,CSc1cc(Cl)cc2sc(N)nc12,1,6,13,2,6,"[2, 12, 7, 6, 4, 3]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['S', 'N', 'C', 'Cl', 'C', 'C']"
NICS,592,CCC[C@@H](C)CC(=O)NCCc1cscn1,1,5,16,1,5,"[11, 12, 13, 14, 15]",0based,5,1,True,5,True,"['C', 'C', 'S', 'C', 'N']",True,,False,"['C', 'C', 'C', 'S', 'C']"
NICS,593,Cc1nc(C)c(CN2C[C@H](C)C[C@@H]2C)s1,2,5,15,2,5,"[8, 7, 12, 11, 9]",0based,5,1,True,5,True,"['C', 'N', 'C', 'C', 'C']",True,,False,"['N', 'C', 'C', 'C', 'C']"
NICS,594,Cc1nc(C)c(CN2C[C@H](C)C[C@@H]2C)s1,1,5,15,2,5,"[1, 2, 3, 5, 14]",0based,5,1,True,5,True,"['C', 'N', 'C', 'C', 'S']",True,,False,"['C', 'C', 'N', 'C', 'C']"
NICS,595,Cc1cc(CNCC[C@@H](C)CCO)sn1,1,5,15,1,5,"[1, 2, 3, 13, 14]",0based,5,1,True,5,True,"['C', 'C', 'C', 'S', 'N']",True,,False,"['C', 'C', 'C', 'O', 'S']"
NICS,596,Cc1nc(C)c(C(=O)Nc2ccc(O)cc2)s1,1,5,17,2,5,"[1, 2, 3, 5, 16]",0based,5,1,True,5,True,"['C', 'N', 'C', 'C', 'S']",True,,False,"['C', 'C', 'N', 'C', 'C']"
NICS,597,Cc1nc(C)c(C(=O)Nc2ccc(O)cc2)s1,2,6,17,2,6,"[10, 11, 12, 14, 15, 9]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'O', 'C', 'N']"
NICS,598,NCC1(c2nc3ccccc3s2)CC1,3,3,14,3,3,"[12, 2, 13]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['S', 'C', 'C']"
NICS,599,NCC1(c2nc3ccccc3s2)CC1,1,5,14,3,5,"[4, 3, 11, 10, 5]",0based,5,1,True,5,True,"['N', 'C', 'S', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'N']"
NICS,600,NCC1(c2nc3ccccc3s2)CC1,2,6,14,3,6,"[6, 7, 8, 9, 10, 5]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'C', 'N']"
NICS,601,C[C@@H]1C[C@@H]1CC(=O)NC(C)(C)c1nccs1,1,3,16,2,3,"[1, 2, 3]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'C', 'C']"
NICS,602,C[C@@H]1C[C@@H]1CC(=O)NC(C)(C)c1nccs1,2,5,16,2,5,"[12, 11, 15, 14, 13]",0based,5,1,True,5,True,"['N', 'C', 'S', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'N']"
NICS,603,CC(=O)c1nc(NCc2ccon2)sc1C,1,5,16,2,5,"[3, 4, 5, 13, 14]",0based,5,1,True,5,True,"['C', 'N', 'C', 'S', 'C']",True,,False,"['O', 'C', 'N', 'N', 'S']"
NICS,604,CC(=O)c1nc(NCc2ccon2)sc1C,2,5,16,2,5,"[9, 8, 12, 11, 10]",0based,5,1,True,5,True,"['C', 'C', 'N', 'O', 'C']",True,,False,"['C', 'C', 'O', 'C', 'C']"
NICS,605,OCC(F)(F)CNc1ncnc2scnc12,2,5,16,2,5,"[12, 11, 15, 14, 13]",0based,5,1,True,5,True,"['S', 'C', 'C', 'N', 'C']",True,,False,"['C', 'N', 'N', 'C', 'S']"
NICS,606,OCC(F)(F)CNc1ncnc2scnc12,1,6,16,2,6,"[7, 15, 11, 10, 9, 8]",0based,5,1,True,6,True,"['C', 'C', 'C', 'N', 'C', 'N']",True,,False,"['N', 'N', 'N', 'C', 'N', 'C']"
NICS,607,C[C@@H]1CN(C(=O)CCc2cscn2)CCO1,2,5,16,2,5,"[9, 8, 12, 11, 10]",0based,5,1,True,5,True,"['C', 'C', 'N', 'C', 'S']",True,,False,"['C', 'C', 'C', 'S', 'C']"
NICS,608,C[C@@H]1CN(C(=O)CCc2cscn2)CCO1,1,6,16,2,6,"[1, 15, 14, 13, 3, 2]",0based,5,1,True,6,True,"['C', 'O', 'C', 'C', 'N', 'C']",True,,False,"['C', 'C', 'C', 'N', 'C', 'C']"
NICS,609,Cc1ncc(CN2CCC3(CC2)CC3)s1,3,3,15,3,3,"[12, 9, 13]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'C', 'C']"
NICS,610,Cc1ncc(CN2CCC3(CC2)CC3)s1,1,5,15,3,5,"[1, 2, 3, 4, 14]",0based,5,1,True,5,True,"['C', 'N', 'C', 'C', 'S']",True,,False,"['C', 'C', 'N', 'C', 'C']"
NICS,611,Cc1ncc(CN2CCC3(CC2)CC3)s1,2,6,15,3,6,"[7, 8, 9, 10, 11, 6]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'N']",True,,False,"['N', 'C', 'C', 'C', 'C', 'C']"
NICS,612,O=C(/C=C/c1ccccc1[N+](=O)[O-])n1[nH][nH]1,2,3,16,2,3,"[14, 13, 15]",0based,5,1,True,3,True,"['N', 'N', 'N']",True,,False,"['N', 'O', 'N']"
NICS,613,O=C(/C=C/c1ccccc1[N+](=O)[O-])n1[nH][nH]1,1,6,16,2,6,"[5, 6, 7, 8, 9, 4]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'C', 'C']"
NICS,614,CC(C)c1nsc(=O)o1,1,5,9,1,5,"[3, 4, 5, 6, 8]",0based,5,1,True,5,True,"['C', 'N', 'S', 'C', 'O']",True,,False,"['C', 'C', 'N', 'S', 'O']"
NICS,615,CCOC(=O)c1nsc(=O)o1,1,5,11,1,5,"[5, 6, 7, 8, 10]",0based,5,1,True,5,True,"['C', 'N', 'S', 'C', 'O']",True,,False,"['O', 'C', 'N', 'S', 'O']"
NICS,616,Cc1nsc(=O)o1,1,5,7,1,5,"[1, 2, 3, 4, 6]",0based,5,1,True,5,True,"['C', 'N', 'S', 'C', 'O']",True,,False,"['C', 'C', 'N', 'S', 'O']"
NICS,617,Cc1nnc(Nc2cnn(CC(N)=O)c2)nc1C,2,5,18,2,5,"[7, 6, 14, 9, 8]",0based,5,1,True,5,True,"['C', 'C', 'C', 'N', 'N']",True,,False,"['C', 'N', 'O', 'N', 'C']"
NICS,618,Cc1nnc(Nc2cnn(CC(N)=O)c2)nc1C,1,6,18,2,6,"[1, 16, 15, 4, 3, 2]",0based,5,1,True,6,True,"['C', 'C', 'N', 'C', 'N', 'N']",True,,False,"['C', 'N', 'C', 'N', 'N', 'C']"
NICS,619,C[C@@H](NCC(F)(F)C(F)F)C1CCOCC1,1,6,16,1,6,"[10, 15, 14, 13, 12, 11]",0based,5,1,True,6,True,"['C', 'C', 'C', 'O', 'C', 'C']",True,,False,"['F', 'C', 'O', 'C', 'C', 'C']"
NICS,620,O=c1nc(NC2CCCC2)cn[nH]1,2,5,13,2,5,"[6, 5, 9, 8, 7]",0based,5,1,True,5,True,"['C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'N', 'C', 'C', 'C']"
NICS,621,O=c1nc(NC2CCCC2)cn[nH]1,1,6,13,2,6,"[1, 12, 11, 10, 3, 2]",0based,5,1,True,6,True,"['C', 'N', 'N', 'C', 'C', 'N']",True,,False,"['O', 'N', 'C', 'C', 'N', 'C']"
NICS,622,N=c1[nH]c(=N)[nH]c(=NCCCOCC2CC2)[nH]1,2,3,17,2,3,"[14, 13, 15]",0based,5,1,True,3,True,"['C', 'C', 'C']",True,,False,"['C', 'C', 'C']"
NICS,623,N=c1[nH]c(=N)[nH]c(=NCCCOCC2CC2)[nH]1,1,6,17,2,6,"[1, 16, 6, 5, 3, 2]",0based,5,1,True,6,True,"['C', 'N', 'C', 'N', 'C', 'N']",True,,False,"['N', 'C', 'N', 'N', 'N', 'C']"
NICS,624,CCOC(=O)Cc1nc(O)nc(O)n1,1,6,14,1,6,"[6, 13, 11, 10, 8, 7]",0based,5,1,True,6,True,"['C', 'N', 'C', 'N', 'C', 'N']",True,,False,"['C', 'O', 'N', 'O', 'N', 'C']"
NICS,625,Oc1cnnc(Nc2ccc3c(c2)OCO3)n1,3,5,17,3,5,"[13, 11, 10, 15, 14]",0based,5,1,True,5,True,"['O', 'C', 'C', 'O', 'C']",True,,False,"['C', 'C', 'C', 'C', 'O']"
NICS,626,Oc1cnnc(Nc2ccc3c(c2)OCO3)n1,1,6,17,3,6,"[1, 16, 5, 4, 3, 2]",0based,5,1,True,6,True,"['C', 'N', 'C', 'N', 'N', 'C']",True,,False,"['O', 'O', 'N', 'N', 'C', 'C']"
NICS,627,Oc1cnnc(Nc2ccc3c(c2)OCO3)n1,2,6,17,3,6,"[8, 9, 10, 11, 12, 7]",0based,5,1,True,6,True,"['C', 'C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'C', 'N']"
NICS,628,CC(=O)C[C@@H](C)NC(=O)c1nnc(O)nc1O,1,6,17,1,6,"[9, 15, 14, 12, 11, 10]",0based,5,1,True,6,True,"['C', 'C', 'N', 'C', 'N', 'N']",True,,False,"['O', 'N', 'O', 'N', 'N', 'C']"
NICS,629,CCc1nnc(NCCc2ccc[nH]2)nc1CC,2,5,18,2,5,"[10, 9, 13, 12, 11]",0based,5,1,True,5,True,"['C', 'C', 'N', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'C']"
NICS,630,CCc1nnc(NCCc2ccc[nH]2)nc1CC,1,6,18,2,6,"[2, 15, 14, 5, 4, 3]",0based,5,1,True,6,True,"['C', 'C', 'N', 'C', 'N', 'N']",True,,False,"['C', 'N', 'N', 'N', 'N', 'C']"
NICS,631,Cn1ncc2c(=O)n(C/C=C/Cl)nnc21,1,5,15,2,5,"[1, 2, 3, 4, 14]",0based,5,1,True,5,True,"['N', 'N', 'C', 'C', 'C']",True,,False,"['C', 'N', 'N', 'C', 'N']"
NICS,632,Cn1ncc2c(=O)n(C/C=C/Cl)nnc21,2,6,15,2,6,"[5, 7, 12, 13, 14, 4]",0based,5,1,True,6,True,"['C', 'N', 'N', 'N', 'C', 'C']",True,,False,"['C', 'O', 'Cl', 'N', 'N', 'C']"
NICS,633,Cc1nnc(N2N=C3CC[C@@H](C)[C@H]3C2=O)nc1O,3,5,18,3,5,"[8, 7, 12, 10, 9]",0based,5,1,True,5,True,"['C', 'C', 'C', 'C', 'C']",True,,False,"['C', 'N', 'C', 'C', 'C']"
NICS,634,Cc1nnc(N2N=C3CC[C@@H](C)[C@H]3C2=O)nc1O,2,5,18,3,5,"[6, 5, 13, 12, 7]",0based,5,1,True,5,True,"['N', 'N', 'C', 'C', 'C']",True,,False,"['N', 'C', 'C', 'C', 'N']"
NICS,635,Cc1nnc(N2N=C3CC[C@@H](C)[C@H]3C2=O)nc1O,1,6,18,3,6,"[1, 16, 15, 4, 3, 2]",0based,5,1,True,6,True,"['C', 'C', 'N', 'C', 'N', 'N']",True,,False,"['C', 'N', 'O', 'N', 'N', 'C']"
NICS,636,Cc1cc(-c2nc(N)nc(S)n2)on1,1,5,14,2,5,"[1, 2, 3, 12, 13]",0based,5,1,True,5,True,"['C', 'C', 'C', 'O', 'N']",True,,False,"['C', 'C', 'C', 'N', 'O']"
NICS,637,Cc1cc(-c2nc(N)nc(S)n2)on1,2,6,14,2,6,"[5, 6, 8, 9, 11, 4]",0based,5,1,True,6,True,"['N', 'C', 'N', 'C', 'N', 'C']",True,,False,"['C', 'N', 'N', 'N', 'S', 'C']"
NICS,638,CCN(C[C@@H](C)OC)c1nc(=N)[nH]c(=N)[nH]1,1,6,16,1,6,"[8, 15, 13, 12, 10, 9]",0based,5,1,True,6,True,"['C', 'N', 'C', 'N', 'C', 'N']",True,,False,"['C', 'N', 'N', 'N', 'N', 'C']"
NICS,639,CC1=C(C(=O)OC[C@H](O)C(C)C)CCCO1,1,6,16,1,6,"[1, 15, 14, 13, 12, 2]",0based,5,1,True,6,True,"['C', 'O', 'C', 'C', 'C', 'C']",True,,False,"['C', 'C', 'C', 'C', 'C', 'C']"
NICS,640,CN1CC[C@](O)(CN=c2[nH]c(=N)[nH]c(=N)[nH]2)C1,1,5,17,2,5,"[1, 2, 3, 4, 16]",0based,5,1,True,5,True,"['N', 'C', 'C', 'C', 'C']",True,,False,"['C', 'N', 'C', 'C', 'N']"
NICS,641,CN1CC[C@](O)(CN=c2[nH]c(=N)[nH]c(=N)[nH]2)C1,2,6,17,2,6,"[9, 10, 12, 13, 15, 8]",0based,5,1,True,6,True,"['N', 'C', 'N', 'C', 'N', 'C']",True,,False,"['C', 'N', 'N', 'N', 'N', 'N']"
NICS,642,Cc1nnc(Oc2cccc(Cl)c2C)nc1C,1,6,17,2,6,"[1, 15, 14, 4, 3, 2]",0based,5,1,True,6,True,"['C', 'C', 'N', 'C', 'N', 'N']",True,,False,"['C', 'N', 'C', 'N', 'N', 'C']"
